x1,x2,y,预测y
31.0,15.0,1186.0,1180.2235
31.0,16.0,1217.0,1211.1545
31.0,17.0,1250.0,1244.1367
31.0,18.0,1285.0,1279.1593
31.0,19.0,1322.0,1316.2097
31.0,20.0,1361.0,1355.2728
31.0,21.0,1402.0,1396.3362
31.0,22.0,1445.0,1439.3859
31.0,23.0,1490.0,1484.4117
31.0,24.0,1537.0,1531.4027
31.0,25.0,1586.0,1580.354
31.0,26.0,1637.0,1631.2603
31.0,27.0,1690.0,1684.1228
31.0,28.0,1745.0,1738.9436
31.0,29.0,1802.0,1795.7277
31.0,30.0,1861.0,1854.4861
31.0,31.0,1922.0,1915.2283
31.0,32.0,1985.0,1977.9692
31.0,33.0,2050.0,2042.7234
31.0,34.0,2117.0,2109.5068
31.0,35.0,2186.0,2178.3342
31.0,36.0,2257.0,2249.219
31.0,37.0,2330.0,2322.1704
31.0,38.0,2405.0,2397.1946
31.0,39.0,2482.0,2474.2908
31.0,40.0,2561.0,2553.4504
31.0,41.0,2642.0,2634.6545
31.0,42.0,2725.0,2717.8755
31.0,43.0,2810.0,2803.0698
31.0,44.0,2897.0,2890.1843
31.0,45.0,2986.0,2979.1465
31.0,46.0,3077.0,3069.8704
31.0,47.0,3170.0,3162.2537
31.0,48.0,3265.0,3256.1746
31.0,49.0,3362.0,3351.497
32.0,0.0,1024.0,1016.2267
32.0,1.0,1025.0,1019.17426
32.0,2.0,1028.0,1023.5
32.0,3.0,1033.0,1029.3207
32.0,4.0,1040.0,1036.7389
32.0,5.0,1049.0,1045.8495
32.0,6.0,1060.0,1056.7362
32.0,7.0,1073.0,1069.4694
32.0,8.0,1088.0,1084.1108
32.0,9.0,1105.0,1100.7083
32.0,10.0,1124.0,1119.3033
32.0,11.0,1145.0,1139.9246
32.0,12.0,1168.0,1162.5928
32.0,13.0,1193.0,1187.3203
32.0,14.0,1220.0,1214.1135
32.0,15.0,1249.0,1242.9735
32.0,16.0,1280.0,1273.8947
32.0,17.0,1313.0,1306.8685
32.0,18.0,1348.0,1341.8845
32.0,19.0,1385.0,1378.9285
32.0,20.0,1424.0,1417.9885
32.0,21.0,1465.0,1459.0485
32.0,22.0,1508.0,1502.0973
32.0,23.0,1553.0,1547.1234
32.0,24.0,1600.0,1594.1176
32.0,25.0,1649.0,1643.0729
32.0,26.0,1700.0,1693.986
32.0,27.0,1753.0,1746.8556
32.0,28.0,1808.0,1801.6857
32.0,29.0,1865.0,1858.4823
32.0,30.0,1924.0,1917.2533
32.0,31.0,1985.0,1978.011
32.0,32.0,2048.0,2040.769
32.0,33.0,2113.0,2105.5425
32.0,34.0,2180.0,2172.346
32.0,35.0,2249.0,2241.195
32.0,36.0,2320.0,2312.1033
32.0,37.0,2393.0,2385.0789
32.0,38.0,2468.0,2460.1265
32.0,39.0,2545.0,2537.2458
32.0,40.0,2624.0,2616.4272
32.0,41.0,2705.0,2697.652
32.0,42.0,2788.0,2780.89
32.0,43.0,2873.0,2866.096
32.0,44.0,2960.0,2953.2168
32.0,45.0,3049.0,3042.1787
32.0,46.0,3140.0,3132.8945
32.0,47.0,3233.0,3225.2588
32.0,48.0,3328.0,3319.1492
32.0,49.0,3425.0,3414.4282
33.0,0.0,1089.0,1080.8632
33.0,1.0,1090.0,1083.8665
33.0,2.0,1093.0,1088.2378
33.0,3.0,1098.0,1094.0917
33.0,4.0,1105.0,1101.5338
33.0,5.0,1114.0,1110.6602
33.0,6.0,1125.0,1121.5549
33.0,7.0,1138.0,1134.2908
33.0,8.0,1153.0,1148.9292
33.0,9.0,1170.0,1165.522
33.0,10.0,1189.0,1184.108
33.0,11.0,1210.0,1204.7189
33.0,12.0,1233.0,1227.3759
33.0,13.0,1258.0,1252.0929
33.0,14.0,1285.0,1278.8751
33.0,15.0,1314.0,1307.7242
33.0,16.0,1345.0,1338.6362
33.0,17.0,1378.0,1371.602
33.0,18.0,1413.0,1406.611
33.0,19.0,1450.0,1443.6494
33.0,20.0,1489.0,1482.7043
33.0,21.0,1530.0,1523.7634
33.0,22.0,1573.0,1566.812
33.0,23.0,1618.0,1611.8401
33.0,24.0,1665.0,1658.8383
33.0,25.0,1714.0,1707.7987
33.0,26.0,1765.0,1758.7184
33.0,27.0,1818.0,1811.5984
33.0,28.0,1873.0,1866.4413
33.0,29.0,1930.0,1923.2511
33.0,30.0,1989.0,1982.0385
33.0,31.0,2050.0,2042.8147
33.0,32.0,2113.0,2105.5928
33.0,33.0,2178.0,2170.3884
33.0,34.0,2245.0,2237.216
33.0,35.0,2314.0,2306.091
33.0,36.0,2385.0,2377.0256
33.0,37.0,2458.0,2450.0283
33.0,38.0,2533.0,2525.1038
33.0,39.0,2610.0,2602.25
33.0,40.0,2689.0,2681.4565
33.0,41.0,2770.0,2762.7039
33.0,42.0,2853.0,2845.9595
33.0,43.0,2938.0,2931.1816
33.0,44.0,3025.0,3018.3108
33.0,45.0,3114.0,3107.2725
33.0,46.0,3205.0,3197.9802
33.0,47.0,3298.0,3290.3237
33.0,48.0,3393.0,3384.1829
33.0,49.0,3490.0,3479.417
34.0,0.0,1156.0,1147.5167
34.0,1.0,1157.0,1150.5809
34.0,2.0,1160.0,1154.998
34.0,3.0,1165.0,1160.8866
34.0,4.0,1172.0,1168.3541
34.0,5.0,1181.0,1177.4967
34.0,6.0,1192.0,1188.4005
34.0,7.0,1205.0,1201.1396
34.0,8.0,1220.0,1215.7767
34.0,9.0,1237.0,1232.3639
34.0,10.0,1256.0,1250.9421
34.0,11.0,1277.0,1271.5433
34.0,12.0,1300.0,1294.1888
34.0,13.0,1325.0,1318.8948
34.0,14.0,1352.0,1345.6658
34.0,15.0,1381.0,1374.5044
34.0,16.0,1412.0,1405.4069
34.0,17.0,1445.0,1438.3641
34.0,18.0,1480.0,1473.3665
34.0,19.0,1517.0,1510.4003
34.0,20.0,1556.0,1549.453
34.0,21.0,1597.0,1590.51
34.0,22.0,1640.0,1633.5603
34.0,23.0,1685.0,1678.5898
34.0,24.0,1732.0,1725.5925
34.0,25.0,1781.0,1774.5608
34.0,26.0,1832.0,1825.491
34.0,27.0,1885.0,1878.3818
34.0,28.0,1940.0,1933.2379
34.0,29.0,1997.0,1990.0643
34.0,30.0,2056.0,2048.8708
34.0,31.0,2117.0,2109.6675
34.0,32.0,2180.0,2172.4692
34.0,33.0,2245.0,2237.2903
34.0,34.0,2312.0,2304.1458
34.0,35.0,2381.0,2373.0486
34.0,36.0,2452.0,2444.0125
34.0,37.0,2525.0,2517.0464
34.0,38.0,2600.0,2592.1528
34.0,39.0,2677.0,2669.3286
34.0,40.0,2756.0,2748.5637
34.0,41.0,2837.0,2829.8362
34.0,42.0,2920.0,2913.1133
34.0,43.0,3005.0,2998.352
34.0,44.0,3092.0,3085.4905
34.0,45.0,3181.0,3174.4536
34.0,46.0,3272.0,3265.1514
34.0,47.0,3365.0,3357.475
34.0,48.0,3460.0,3451.3008
34.0,49.0,3557.0,3546.4858
35.0,0.0,1225.0,1216.2205
35.0,1.0,1226.0,1219.3456
35.0,2.0,1229.0,1223.812
35.0,3.0,1234.0,1229.7368
35.0,4.0,1241.0,1237.2308
35.0,5.0,1250.0,1246.391
35.0,6.0,1261.0,1257.3047
35.0,7.0,1274.0,1270.047
35.0,8.0,1289.0,1284.6826
35.0,9.0,1306.0,1301.265
35.0,10.0,1325.0,1319.8353
35.0,11.0,1346.0,1340.4269
35.0,12.0,1369.0,1363.0618
35.0,13.0,1394.0,1387.7565
35.0,14.0,1421.0,1414.5164
35.0,15.0,1450.0,1443.3446
35.0,16.0,1481.0,1474.2374
35.0,17.0,1514.0,1507.1869
35.0,18.0,1549.0,1542.1824
35.0,19.0,1586.0,1579.2117
35.0,20.0,1625.0,1618.2612
35.0,21.0,1666.0,1659.318
35.0,22.0,1709.0,1702.3683
35.0,23.0,1754.0,1747.4028
35.0,24.0,1801.0,1794.4114
35.0,25.0,1850.0,1843.3882
35.0,26.0,1901.0,1894.3281
35.0,27.0,1954.0,1947.2333
35.0,28.0,2009.0,2002.1053
35.0,29.0,2066.0,2058.9504
35.0,30.0,2125.0,2117.7776
35.0,31.0,2186.0,2178.5974
35.0,32.0,2249.0,2241.4253
35.0,33.0,2314.0,2306.274
35.0,34.0,2381.0,2373.1594
35.0,35.0,2450.0,2442.0952
35.0,36.0,2521.0,2513.0918
35.0,37.0,2594.0,2586.1597
35.0,38.0,2669.0,2661.2988
35.0,39.0,2746.0,2738.507
35.0,40.0,2825.0,2817.773
35.0,41.0,2906.0,2899.0723
35.0,42.0,2989.0,2982.3733
35.0,43.0,3074.0,3067.6284
35.0,44.0,3161.0,3154.7769
35.0,45.0,3250.0,3243.7417
35.0,46.0,3341.0,3334.43
35.0,47.0,3434.0,3426.7314
35.0,48.0,3529.0,3520.5212
35.0,49.0,3626.0,3615.6545
36.0,0.0,1296.0,1287.003
36.0,1.0,1297.0,1290.1918
36.0,2.0,1300.0,1294.7084
36.0,3.0,1305.0,1300.6718
36.0,4.0,1312.0,1308.1937
36.0,5.0,1321.0,1317.3723
36.0,6.0,1332.0,1328.2968
36.0,7.0,1345.0,1341.0442
36.0,8.0,1360.0,1355.6793
36.0,9.0,1377.0,1372.2561
36.0,10.0,1396.0,1390.8187
36.0,11.0,1417.0,1411.4006
36.0,12.0,1440.0,1434.0247
36.0,13.0,1465.0,1458.7073
36.0,14.0,1492.0,1485.4567
36.0,15.0,1521.0,1514.2743
36.0,16.0,1552.0,1545.1573
36.0,17.0,1585.0,1578.0986
36.0,18.0,1620.0,1613.0874
36.0,19.0,1657.0,1650.1128
36.0,20.0,1696.0,1689.159
36.0,21.0,1737.0,1730.2153
36.0,22.0,1780.0,1773.2682
36.0,23.0,1825.0,1818.3071
36.0,24.0,1872.0,1865.3215
36.0,25.0,1921.0,1914.3079
36.0,26.0,1972.0,1965.2612
36.0,27.0,2025.0,2018.1802
36.0,28.0,2080.0,2073.0686
36.0,29.0,2137.0,2129.9336
36.0,30.0,2196.0,2188.7837
36.0,31.0,2257.0,2249.6306
36.0,32.0,2320.0,2312.4849
36.0,33.0,2385.0,2377.3645
36.0,34.0,2452.0,2444.2827
36.0,35.0,2521.0,2513.252
36.0,36.0,2592.0,2584.285
36.0,37.0,2665.0,2657.3877
36.0,38.0,2740.0,2732.5632
36.0,39.0,2817.0,2809.8054
36.0,40.0,2896.0,2889.104
36.0,41.0,2977.0,2970.4326
36.0,42.0,3060.0,3053.7573
36.0,43.0,3145.0,3139.0298
36.0,44.0,3232.0,3226.1882
36.0,45.0,3321.0,3315.1526
36.0,46.0,3412.0,3405.8298
36.0,47.0,3505.0,3498.1067
36.0,48.0,3600.0,3591.8574
36.0,49.0,3697.0,3686.936
37.0,0.0,1369.0,1359.8948
37.0,1.0,1370.0,1363.1494
37.0,2.0,1373.0,1367.7192
37.0,3.0,1378.0,1373.7224
37.0,4.0,1385.0,1381.2726
37.0,5.0,1394.0,1390.471
37.0,6.0,1405.0,1401.4064
37.0,7.0,1418.0,1414.1586
37.0,8.0,1433.0,1428.7928
37.0,9.0,1450.0,1445.3647
37.0,10.0,1469.0,1463.9197
37.0,11.0,1490.0,1484.4918
37.0,12.0,1513.0,1507.1047
37.0,13.0,1538.0,1531.7756
37.0,14.0,1565.0,1558.5127
37.0,15.0,1594.0,1587.3195
37.0,16.0,1625.0,1618.1925
37.0,17.0,1658.0,1651.1254
37.0,18.0,1693.0,1686.1074
37.0,19.0,1730.0,1723.1273
37.0,20.0,1769.0,1762.1716
37.0,21.0,1810.0,1803.2273
37.0,22.0,1853.0,1846.2823
37.0,23.0,1898.0,1891.3253
37.0,24.0,1945.0,1938.3475
37.0,25.0,1994.0,1987.3427
37.0,26.0,2045.0,2038.3079
37.0,27.0,2098.0,2091.2422
37.0,28.0,2153.0,2146.1504
37.0,29.0,2210.0,2203.0369
37.0,30.0,2269.0,2261.911
37.0,31.0,2330.0,2322.7834
37.0,32.0,2393.0,2385.669
37.0,33.0,2458.0,2450.5803
37.0,34.0,2525.0,2517.5322
37.0,35.0,2594.0,2586.5376
37.0,36.0,2665.0,2657.6077
37.0,37.0,2738.0,2730.7483
37.0,38.0,2813.0,2805.9602
37.0,39.0,2890.0,2883.2388
37.0,40.0,2969.0,2962.569
37.0,41.0,3050.0,3043.9265
37.0,42.0,3133.0,3127.2756
37.0,43.0,3218.0,3212.5654
37.0,44.0,3305.0,3299.7324
37.0,45.0,3394.0,3388.695
37.0,46.0,3485.0,3479.3582
37.0,47.0,3578.0,3571.6091
37.0,48.0,3673.0,3665.316
37.0,49.0,3770.0,3760.335
38.0,0.0,1444.0,1434.9183
38.0,1.0,1445.0,1438.2422
38.0,2.0,1448.0,1442.8652
38.0,3.0,1453.0,1448.9105
38.0,4.0,1460.0,1456.4911
38.0,5.0,1469.0,1465.7089
38.0,6.0,1480.0,1476.6571
38.0,7.0,1493.0,1489.4137
38.0,8.0,1508.0,1504.0476
38.0,9.0,1525.0,1520.6152
38.0,10.0,1544.0,1539.1616
38.0,11.0,1565.0,1559.7223
38.0,12.0,1588.0,1582.3232
38.0,13.0,1613.0,1606.9818
38.0,14.0,1640.0,1633.7065
38.0,15.0,1669.0,1662.5018
38.0,16.0,1700.0,1693.3636
38.0,17.0,1733.0,1726.2875
38.0,18.0,1768.0,1761.262
38.0,19.0,1805.0,1798.2753
38.0,20.0,1844.0,1837.3165
38.0,21.0,1885.0,1878.3718
38.0,22.0,1928.0,1921.4276
38.0,23.0,1973.0,1966.4745
38.0,24.0,2020.0,2013.5039
38.0,25.0,2069.0,2062.509
38.0,26.0,2120.0,2113.487
38.0,27.0,2173.0,2166.4373
38.0,28.0,2228.0,2221.3638
38.0,29.0,2285.0,2278.272
38.0,30.0,2344.0,2337.1704
38.0,31.0,2405.0,2398.0708
38.0,32.0,2468.0,2460.9868
38.0,33.0,2533.0,2525.9304
38.0,34.0,2600.0,2592.9175
38.0,35.0,2669.0,2661.9595
38.0,36.0,2740.0,2733.0671
38.0,37.0,2813.0,2806.245
38.0,38.0,2888.0,2881.4946
38.0,39.0,2965.0,2958.8079
38.0,40.0,3044.0,3038.1711
38.0,41.0,3125.0,3119.5576
38.0,42.0,3208.0,3202.9292
38.0,43.0,3293.0,3288.2336
38.0,44.0,3380.0,3375.4065
38.0,45.0,3469.0,3464.364
38.0,46.0,3560.0,3555.0107
38.0,47.0,3653.0,3647.2292
38.0,48.0,3748.0,3740.889
38.0,49.0,3845.0,3835.8413
39.0,0.0,1521.0,1512.0898
39.0,1.0,1522.0,1515.4847
39.0,2.0,1525.0,1520.1636
39.0,3.0,1530.0,1526.2507
39.0,4.0,1537.0,1533.8628
39.0,5.0,1546.0,1543.1023
39.0,6.0,1557.0,1554.0623
39.0,7.0,1570.0,1566.824
39.0,8.0,1585.0,1581.4572
39.0,9.0,1602.0,1598.019
39.0,10.0,1621.0,1616.5564
39.0,11.0,1642.0,1637.1063
39.0,12.0,1665.0,1659.6943
39.0,13.0,1690.0,1684.3391
39.0,14.0,1717.0,1711.0502
39.0,15.0,1746.0,1739.8326
39.0,16.0,1777.0,1770.683
39.0,17.0,1810.0,1803.5947
39.0,18.0,1845.0,1838.5613
39.0,19.0,1882.0,1875.5684
39.0,20.0,1921.0,1914.604
39.0,21.0,1962.0,1955.6567
39.0,22.0,2005.0,1998.7131
39.0,23.0,2050.0,2043.763
39.0,24.0,2097.0,2090.798
39.0,25.0,2146.0,2139.812
39.0,26.0,2197.0,2190.8015
39.0,27.0,2250.0,2243.7666
39.0,28.0,2305.0,2298.712
39.0,29.0,2362.0,2355.6404
39.0,30.0,2421.0,2414.5635
39.0,31.0,2482.0,2475.4915
39.0,32.0,2545.0,2538.4368
39.0,33.0,2610.0,2603.4136
39.0,34.0,2677.0,2670.4343
39.0,35.0,2746.0,2739.5122
39.0,36.0,2817.0,2810.6565
39.0,37.0,2890.0,2883.8708
39.0,38.0,2965.0,2959.1572
39.0,39.0,3042.0,3036.5044
39.0,40.0,3121.0,3115.899
39.0,41.0,3202.0,3197.3105
39.0,42.0,3285.0,3280.7026
39.0,43.0,3370.0,3366.0195
39.0,44.0,3457.0,3453.1943
39.0,45.0,3546.0,3542.1443
39.0,46.0,3637.0,3632.7673
39.0,47.0,3730.0,3724.9487
39.0,48.0,3825.0,3818.5537
39.0,49.0,3922.0,3913.4333
40.0,0.0,1600.0,1591.4142
40.0,1.0,1601.0,1594.8821
40.0,2.0,1604.0,1599.6184
40.0,3.0,1609.0,1605.7501
40.0,4.0,1616.0,1613.3934
40.0,5.0,1625.0,1622.6544
40.0,6.0,1636.0,1633.6267
40.0,7.0,1649.0,1646.3936
40.0,8.0,1664.0,1661.0249
40.0,9.0,1681.0,1677.5806
40.0,10.0,1700.0,1696.1085
40.0,11.0,1721.0,1716.6459
40.0,12.0,1744.0,1739.2198
40.0,13.0,1769.0,1763.8495
40.0,14.0,1796.0,1790.5457
40.0,15.0,1825.0,1819.312
40.0,16.0,1856.0,1850.1481
40.0,17.0,1889.0,1883.0485
40.0,18.0,1924.0,1918.0027
40.0,19.0,1961.0,1955.0013
40.0,20.0,2000.0,1994.0303
40.0,21.0,2041.0,2035.0784
40.0,22.0,2084.0,2078.1333
40.0,23.0,2129.0,2123.1843
40.0,24.0,2176.0,2170.2234
40.0,25.0,2225.0,2219.2444
40.0,26.0,2276.0,2270.244
40.0,27.0,2329.0,2323.2224
40.0,28.0,2384.0,2378.1824
40.0,29.0,2441.0,2435.1309
40.0,30.0,2500.0,2494.077
40.0,31.0,2561.0,2555.03
40.0,32.0,2624.0,2618.0037
40.0,33.0,2689.0,2683.0105
40.0,34.0,2756.0,2750.0647
40.0,35.0,2825.0,2819.1768
40.0,36.0,2896.0,2890.356
40.0,37.0,2969.0,2963.605
40.0,38.0,3044.0,3038.9238
40.0,39.0,3121.0,3116.3032
40.0,40.0,3200.0,3195.7246
40.0,41.0,3281.0,3277.1592
40.0,42.0,3364.0,3360.5664
40.0,43.0,3449.0,3445.89
40.0,44.0,3536.0,3533.0618
40.0,45.0,3625.0,3621.9963
40.0,46.0,3716.0,3712.592
40.0,47.0,3809.0,3804.7278
40.0,48.0,3904.0,3898.2708
40.0,49.0,4001.0,3993.0684
41.0,0.0,1681.0,1672.8811
41.0,1.0,1682.0,1676.4231
41.0,2.0,1685.0,1681.2188
41.0,3.0,1690.0,1687.396
41.0,4.0,1697.0,1695.0715
41.0,5.0,1706.0,1704.3538
41.0,6.0,1717.0,1715.3386
41.0,7.0,1730.0,1728.1099
41.0,8.0,1745.0,1742.7395
41.0,9.0,1762.0,1759.2877
41.0,10.0,1781.0,1777.804
41.0,11.0,1802.0,1798.3265
41.0,12.0,1825.0,1820.8848
41.0,13.0,1850.0,1845.4973
41.0,14.0,1877.0,1872.176
41.0,15.0,1906.0,1900.9258
41.0,16.0,1937.0,1931.7452
41.0,17.0,1970.0,1964.6301
41.0,18.0,2005.0,1999.5707
41.0,19.0,2042.0,2036.557
41.0,20.0,2081.0,2075.5764
41.0,21.0,2122.0,2116.6167
41.0,22.0,2165.0,2159.667
41.0,23.0,2210.0,2204.7158
41.0,24.0,2257.0,2251.7559
41.0,25.0,2306.0,2300.7808
41.0,26.0,2357.0,2351.787
41.0,27.0,2410.0,2404.775
41.0,28.0,2465.0,2459.7493
41.0,29.0,2522.0,2516.7139
41.0,30.0,2581.0,2575.6794
41.0,31.0,2642.0,2636.655
41.0,32.0,2705.0,2699.653
41.0,33.0,2770.0,2764.6882
41.0,34.0,2837.0,2831.7717
41.0,35.0,2906.0,2900.9143
41.0,36.0,2977.0,2972.1235
41.0,37.0,3050.0,3045.404
41.0,38.0,3125.0,3120.7512
41.0,39.0,3202.0,3198.157
41.0,40.0,3281.0,3277.6018
41.0,41.0,3362.0,3359.0518
41.0,42.0,3445.0,3442.4688
41.0,43.0,3530.0,3527.7937
41.0,44.0,3617.0,3614.9556
41.0,45.0,3706.0,3703.8674
41.0,46.0,3797.0,3794.425
41.0,47.0,3890.0,3886.5078
41.0,48.0,3985.0,3979.9792
41.0,49.0,4082.0,4074.6863
42.0,0.0,1764.0,1756.462
42.0,1.0,1765.0,1760.0817
42.0,2.0,1768.0,1764.9368
42.0,3.0,1773.0,1771.1595
42.0,4.0,1780.0,1778.8689
42.0,5.0,1789.0,1788.1726
42.0,6.0,1800.0,1799.17
42.0,7.0,1813.0,1811.9445
42.0,8.0,1828.0,1826.5701
42.0,9.0,1845.0,1843.1096
42.0,10.0,1864.0,1861.6135
42.0,11.0,1885.0,1882.1199
42.0,12.0,1908.0,1904.6589
42.0,13.0,1933.0,1929.2515
42.0,14.0,1960.0,1955.9095
42.0,15.0,1989.0,1984.6382
42.0,16.0,2020.0,2015.4381
42.0,17.0,2053.0,2048.3044
42.0,18.0,2088.0,2083.227
42.0,19.0,2125.0,2120.1975
42.0,20.0,2164.0,2159.2039
42.0,21.0,2205.0,2200.2332
42.0,22.0,2248.0,2243.274
42.0,23.0,2293.0,2288.3164
42.0,24.0,2340.0,2335.353
42.0,25.0,2389.0,2384.3767
42.0,26.0,2440.0,2435.3867
42.0,27.0,2493.0,2488.3809
42.0,28.0,2548.0,2543.3628
42.0,29.0,2605.0,2600.34
42.0,30.0,2664.0,2659.32
42.0,31.0,2725.0,2720.3135
42.0,32.0,2788.0,2783.3328
42.0,33.0,2853.0,2848.3896
42.0,34.0,2920.0,2915.497
42.0,35.0,2989.0,2984.6648
42.0,36.0,3060.0,3055.8992
42.0,37.0,3133.0,3129.2043
42.0,38.0,3208.0,3204.575
42.0,39.0,3285.0,3281.9995
42.0,40.0,3364.0,3361.4597
42.0,41.0,3445.0,3442.921
42.0,42.0,3528.0,3526.339
42.0,43.0,3613.0,3611.656
42.0,44.0,3700.0,3698.7993
42.0,45.0,3789.0,3787.6772
42.0,46.0,3880.0,3878.1882
42.0,47.0,3973.0,3970.2068
42.0,48.0,4068.0,4063.5952
42.0,49.0,4165.0,4158.1987
43.0,0.0,1849.0,1842.1096
43.0,1.0,1850.0,1845.8055
43.0,2.0,1853.0,1850.7231
43.0,3.0,1858.0,1856.9926
43.0,4.0,1865.0,1864.7343
43.0,5.0,1874.0,1874.0605
43.0,6.0,1885.0,1885.068
43.0,7.0,1898.0,1897.8455
43.0,8.0,1913.0,1912.4663
43.0,9.0,1930.0,1928.9948
43.0,10.0,1949.0,1947.4834
43.0,11.0,1970.0,1967.971
43.0,12.0,1993.0,1990.4885
43.0,13.0,2018.0,2015.0581
43.0,14.0,2045.0,2041.6921
43.0,15.0,2074.0,2070.3967
43.0,16.0,2105.0,2101.1724
43.0,17.0,2138.0,2134.014
43.0,18.0,2173.0,2168.9163
43.0,19.0,2210.0,2205.866
43.0,20.0,2249.0,2244.8528
43.0,21.0,2290.0,2285.865
43.0,22.0,2333.0,2328.8923
43.0,23.0,2378.0,2373.923
43.0,24.0,2425.0,2420.9502
43.0,25.0,2474.0,2469.969
43.0,26.0,2525.0,2520.9746
43.0,27.0,2578.0,2573.9683
43.0,28.0,2633.0,2628.9543
43.0,29.0,2690.0,2685.9368
43.0,30.0,2749.0,2744.9246
43.0,31.0,2810.0,2805.9297
43.0,32.0,2873.0,2868.9626
43.0,33.0,2938.0,2934.035
43.0,34.0,3005.0,3001.16
43.0,35.0,3074.0,3070.346
43.0,36.0,3145.0,3141.5981
43.0,37.0,3218.0,3214.9197
43.0,38.0,3293.0,3290.3054
43.0,39.0,3370.0,3367.7417
43.0,40.0,3449.0,3447.208
43.0,41.0,3530.0,3528.6694
43.0,42.0,3613.0,3612.079
43.0,43.0,3698.0,3697.378
43.0,44.0,3785.0,3784.491
43.0,45.0,3874.0,3873.326
43.0,46.0,3965.0,3963.777
43.0,47.0,4058.0,4055.7188
43.0,48.0,4153.0,4149.0107
43.0,49.0,4250.0,4243.498
44.0,0.0,1936.0,1929.75
44.0,1.0,1937.0,1933.5253
44.0,2.0,1940.0,1938.5044
44.0,3.0,1945.0,1944.821
44.0,4.0,1952.0,1952.597
44.0,5.0,1961.0,1961.9425
44.0,6.0,1972.0,1972.9609
44.0,7.0,1985.0,1985.7393
44.0,8.0,2000.0,2000.354
44.0,9.0,2017.0,2016.8704
44.0,10.0,2036.0,2035.3403
44.0,11.0,2057.0,2055.8057
44.0,12.0,2080.0,2078.298
44.0,13.0,2105.0,2102.8396
44.0,14.0,2132.0,2129.4456
44.0,15.0,2161.0,2158.121
44.0,16.0,2192.0,2188.8674
44.0,17.0,2225.0,2221.6812
44.0,18.0,2260.0,2256.5542
44.0,19.0,2297.0,2293.478
44.0,20.0,2336.0,2332.4404
44.0,21.0,2377.0,2373.4297
44.0,22.0,2420.0,2416.4353
44.0,23.0,2465.0,2461.4475
44.0,24.0,2512.0,2508.4595
44.0,25.0,2561.0,2557.4636
44.0,26.0,2612.0,2608.4587
44.0,27.0,2665.0,2661.4453
44.0,28.0,2720.0,2716.4255
44.0,29.0,2777.0,2773.4062
44.0,30.0,2836.0,2832.3955
44.0,31.0,2897.0,2893.4038
44.0,32.0,2960.0,2956.4417
44.0,33.0,3025.0,3021.5222
44.0,34.0,3092.0,3088.654
44.0,35.0,3161.0,3157.8489
44.0,36.0,3232.0,3229.1099
44.0,37.0,3305.0,3302.4395
44.0,38.0,3380.0,3377.8296
44.0,39.0,3457.0,3455.2668
44.0,40.0,3536.0,3534.7283
44.0,41.0,3617.0,3616.1775
44.0,42.0,3700.0,3699.5671
44.0,43.0,3785.0,3784.8357
44.0,44.0,3872.0,3871.9053
44.0,45.0,3961.0,3960.6836
44.0,46.0,4052.0,4051.061
44.0,47.0,4145.0,4142.912
44.0,48.0,4240.0,4236.0933
44.0,49.0,4337.0,4330.4497
45.0,0.0,2025.0,2019.2859
45.0,1.0,2026.0,2023.1406
45.0,2.0,2029.0,2028.183
45.0,3.0,2034.0,2034.5466
45.0,4.0,2041.0,2042.355
45.0,5.0,2050.0,2051.721
45.0,6.0,2061.0,2062.748
45.0,7.0,2074.0,2075.5261
45.0,8.0,2089.0,2090.1326
45.0,9.0,2106.0,2106.6326
45.0,10.0,2125.0,2125.0815
45.0,11.0,2146.0,2145.5205
45.0,12.0,2169.0,2167.9841
45.0,13.0,2194.0,2192.4941
45.0,14.0,2221.0,2219.0662
45.0,15.0,2250.0,2247.707
45.0,16.0,2281.0,2278.4185
45.0,17.0,2314.0,2311.1978
45.0,18.0,2349.0,2346.0356
45.0,19.0,2386.0,2382.926
45.0,20.0,2425.0,2421.8557
45.0,21.0,2466.0,2462.8152
45.0,22.0,2509.0,2505.792
45.0,23.0,2554.0,2550.7776
45.0,24.0,2601.0,2597.765
45.0,25.0,2650.0,2646.7473
45.0,26.0,2701.0,2697.7231
45.0,27.0,2754.0,2750.6924
45.0,28.0,2809.0,2805.6592
45.0,29.0,2866.0,2862.6277
45.0,30.0,2925.0,2921.608
45.0,31.0,2986.0,2982.6086
45.0,32.0,3049.0,3045.642
45.0,33.0,3114.0,3110.7192
45.0,34.0,3181.0,3177.849
45.0,35.0,3250.0,3247.0415
45.0,36.0,3321.0,3318.3008
45.0,37.0,3394.0,3391.6238
45.0,38.0,3469.0,3467.007
45.0,39.0,3546.0,3544.433
45.0,40.0,3625.0,3623.8762
45.0,41.0,3706.0,3705.3008
45.0,42.0,3789.0,3788.657
45.0,43.0,3874.0,3873.8801
45.0,44.0,3961.0,3960.892
45.0,45.0,4050.0,4049.598
45.0,46.0,4141.0,4139.886
45.0,47.0,4234.0,4231.63
45.0,48.0,4329.0,4324.6836
45.0,49.0,4426.0,4418.89
46.0,0.0,2116.0,2110.591
46.0,1.0,2117.0,2114.5261
46.0,2.0,2120.0,2119.6328
46.0,3.0,2125.0,2126.0427
46.0,4.0,2132.0,2133.8833
46.0,5.0,2141.0,2143.2695
46.0,6.0,2152.0,2154.304
46.0,7.0,2165.0,2167.0793
